id,structure_1eed3,structure_6bfb5,structure_012c1,structure_c6bb4,structure_b7648,runtime_perc_diff,memory_perc_diff,cpu_perc_diff,runtime,memory,cpu,runtime_has_improved,memory_has_improved,cpu_has_improved
b470f,original,gpt-4,gpt-4,gpt-4,gpt-4,47.1971986392847,-5.900488684254599,-579.6284799411621,12.636233301833272,1318530.9106058097,679.3163591522665,False,True,True
6446c,gpt-4-turbo,gpt-4-turbo,gpt-4,gpt-4,gpt-4-turbo,47.50485771022253,-3.5946310680303974,-583.8505024574208,12.562607439234853,1289821.4628948334,683.5364426959286,False,True,True
77055,original,gpt-4-turbo,gpt-4,gpt-4-turbo,gpt-4-turbo,48.47210180692003,-2.28227301455898,-604.0703286228548,12.331136347725987,1273481.739813444,703.7469828642621,False,True,True
c5d52,gpt-4,original,original,gpt-4-turbo,original,-0.08269751619904518,-7.569902764956829,-0.5857144335826022,23.950780691578984,1339316.2166544846,100.5395202356241,True,True,True
c588d,gpt-4,gemini-pro,original,original,gpt-4,0.0214142945268957,-7.236042787277715,-0.9831632935487247,23.92586570419371,1335159.439798652,100.93678656637701,False,True,True
64a22,gpt-4,original,original,gpt-4,gpt-4,-0.06651951305875417,-7.237762720771558,-0.5601981468651247,23.946909135207534,1335180.8541047047,100.51401566731421,True,True,True
41979,original,gpt-4-turbo,original,original,original,-0.14739941033778756,-12.169361345796766,-0.5207293587282282,23.966264495626092,1396582.5086823727,100.47456500530012,True,True,True
1a44a,gpt-4-turbo,gemini-pro,original,gpt-4-turbo,gpt-4-turbo,-0.06848743725213863,-3.9471447463459026,-1.644433155364901,23.947380078956485,1294210.4906230827,101.59775273863774,True,True,True
ce526,gpt-4-turbo,original,gpt-4,gpt-4-turbo,gpt-4-turbo,48.276333146212,-4.91473073372147,-603.0220103491669,12.37798572704196,1306257.5741528627,702.6991460329155,False,True,True
3b82e,gpt-4-turbo,gemini-pro,original,gpt-4,gpt-4-turbo,-0.2553716794200542,-4.275337562796964,-1.6634572449539873,23.99210332892835,1298296.70758493,101.61676809137423,True,True,True
9d62f,gpt-4-turbo,gemini-pro,gpt-4,original,gpt-4,48.49579439657299,-7.5421433933654916,-603.5825088343611,12.325466476380825,1338970.5941747688,703.259387108018,False,True,True
c8758,original,gemini-pro,gpt-4,gpt-4-turbo,gpt-4-turbo,48.10960557984819,-3.9247196556341177,-599.3129619374752,12.417885284870863,1293931.2834575258,698.9918010093991,False,True,True
7cd30,gpt-4-turbo,gpt-4-turbo,gpt-4,original,gpt-4,47.70305465221052,-6.5556134383065725,-594.5960341382696,12.515176948159933,1326687.6457564472,694.2770394690677,False,True,True
ed09d,gpt-4-turbo,gemini-pro,gpt-4,gpt-4,original,47.86305109372636,-7.547353490838173,-597.128516505505,12.47688821516931,1339035.4633236306,696.8083587885238,False,True,True
ba13a,gpt-4,gemini-pro,gpt-4,gpt-4,original,47.902424887545514,-2.2827869285080054,-596.8529292912907,12.467465676367283,1273488.1383809634,696.5328981383093,False,True,True
e2b53,gpt-4,original,original,original,gpt-4,-0.09069860424515029,0.9860991590215735,100.0,23.95269543118775,1232788.3512203223,0.0,True,False,False
d44fa,original,original,original,gpt-4,original,-0.0036099495673713525,-1.3147849153147226,-0.3726307792514344,23.93185425363481,1261435.8750554423,100.3265344404031,True,True,True
104e1,gpt-4,original,original,gpt-4-turbo,gpt-4-turbo,-0.04535262174346963,-3.94688582582524,-0.8739834453220493,23.941843688488007,1294207.2668918788,100.82765685922206,True,True,True
559f5,original,gemini-pro,original,gpt-4-turbo,original,-0.02530504588327151,-7.235184525990232,-0.6852238990317921,23.9370461050421,1335148.75387972,100.6389840011449,True,True,True
9bbe6,original,original,gpt-4,gpt-4-turbo,original,47.83296749832004,-4.586607280143228,-591.5976161105942,12.484087517485023,1302172.2208045172,691.27999847109,False,True,True
b5466,gpt-4-turbo,gemini-pro,original,original,original,-0.12285207084245835,-3.9490105652213763,-1.046430928964291,23.960390074178576,1294233.7212983277,101.0000251459998,True,True,True
ace92,gpt-4,gpt-4,gpt-4,gpt-4,gpt-4-turbo,47.745312974760026,-2.612027297850345,-587.237323230208,12.5050641130656,1277587.3980670208,686.9217080642518,False,True,True
2dd20,original,original,original,gpt-4,gpt-4,0.10454398411437318,-2.6320508803568083,-0.3976017933382649,23.905971946194768,1277836.7048719644,100.35149398649992,False,True,True
26e73,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4,-0.23399891712549842,-10.19562840946785,-1.560009540319352,23.986988615244627,1372008.2322256356,101.51336789531248,True,True,True
25434,original,gpt-4,gpt-4,original,gpt-4-turbo,47.41636642426186,-8.52848189304188,-582.938184287583,12.583784280344844,1351251.15884734,682.6245435101023,False,True,True
df6ce,gpt-4,original,gpt-4,gpt-4-turbo,original,47.2238408502578,0.01946663587019072,-580.5260636258392,12.629857556894422,1244823.5634918355,680.2135306197749,False,False,True
7e098,gpt-4,gpt-4,gpt-4,original,original,47.31019622286268,-2.943482471190768,-578.7056887984544,12.609191861003637,1281714.2335232063,678.3939918033049,False,True,True
bc3fd,gpt-4-turbo,gpt-4,gpt-4,gpt-4,original,46.851724307349926,-3.929274927485761,-577.885173584811,12.718908730894327,1293987.9995956402,677.5738534129749,False,True,True
1a677,gpt-4-turbo,gemini-pro,gpt-4,gpt-4,gpt-4-turbo,47.22547804213923,-3.5995964438782675,-577.6953886153935,12.629465760663152,1289883.2850981068,677.3841556026983,False,True,True
bced2,gpt-4-turbo,gpt-4-turbo,original,gpt-4,gpt-4-turbo,-0.14955157543666647,-4.931893165572087,-1.4369282382868718,23.96677953004837,1306471.2577456143,101.39034311862322,True,True,True
cf31c,gpt-4,gpt-4-turbo,original,gpt-4,original,-0.08898606125028637,-3.287026613046787,-0.955314343814853,23.95228560268879,1285991.5846083865,100.90895040633106,True,True,True
55020,original,gemini-pro,original,gpt-4-turbo,gpt-4-turbo,0.021470552955560062,-2.301784704092159,-0.9414051193118027,23.925852240994573,1273724.6732133487,100.89504756966821,False,True,True
1ec6b,original,gpt-4,original,gpt-4-turbo,gpt-4-turbo,-0.14528864515341688,-4.604150727654055,-0.8985563561630046,23.965759368613362,1302390.6482934647,100.85221848490275,True,True,True
