id,structure_a17d2,structure_b7b02,structure_92ae6,structure_2b2e8,structure_ffa98,structure_e1550,structure_8d8ac,structure_6a647,structure_1899b,structure_5d807,structure_78f0f,structure_8a9d8,structure_0eee6,structure_b91ec,structure_75a22,runtime_perc_diff,memory_perc_diff,cpu_perc_diff,runtime,memory,cpu,runtime_has_improved,memory_has_improved,cpu_has_improved
dee6a,original,claude-v3-sonnet_1,gpt-4-turbo_1,original,original,gemini-v15-pro,claude-v3-sonnet,gemini-v15-pro,original,original,original,gpt-4-turbo,claude-v3-sonnet,claude-v3-sonnet,original,-0.4919934253008085,1.2208388882462715,0.0012565995114305576,37.0755306519568,30731198.535786428,99.4186714305452,True,False,False
bf4ac,original,gpt-4-turbo,original,gpt-4-turbo,mistral-large,gemini-v15-pro,gpt-4-turbo,original,original,original,gemini-v15-pro,original,original,claude-v3-sonnet,claude-v3-sonnet_1,11.845356473610767,1.5316482493554142,0.13954870416608378,32.52378698810935,30634502.592274416,99.28118152970679,False,False,False
73803,mistral-large,claude-v3-sonnet_1,gpt-4-turbo_1,gpt-4-turbo,original,gemini-v15-pro,claude-v3-sonnet_1,original,original,claude-v3-sonnet,original,gpt-4-turbo,original,claude-v3-sonnet,claude-v3-sonnet_1,10.595748719065206,1.8672624694582487,0.1325854123514038,32.98481745459139,30530089.60563501,99.28810442890989,False,False,False
b8d9d,original,claude-v3-sonnet_1,original,gpt-4-turbo,original,original,claude-v3-sonnet_1,original,original,claude-v3-sonnet,original,original,original,claude-v3-sonnet,original,10.692115400126605,2.0001577630355487,0.11640490108118255,32.949263917282224,30488744.532388486,99.3041910803902,False,False,False
a81e5,gpt-4-turbo,original,original,gpt-4-turbo,original,gemini-v15-pro,gpt-4-turbo,gemini-v15-pro,original,original,gemini-v15-pro,original,original,gemini-v15-pro,original,11.23671451515697,2.7629174824185303,0.05643130808489166,32.74833944067359,30251442.25012938,99.36381677901251,False,False,False
ecf6b,gpt-4-turbo,original,original,gpt-4-turbo,original,original,claude-v3-sonnet_1,gemini-v15-pro,original,claude-v3-sonnet,gemini-v15-pro,original,original,gemini-v15-pro,claude-v3-sonnet_1,10.855559044836278,1.7889858678262536,0.1473505282725033,32.888962995260954,30554442.250042852,99.27342496236385,False,False,False
ef82a,original,gpt-4-turbo,claude-v3-sonnet,gpt-4-turbo,original,gemini-v15-pro,claude-v3-sonnet,original,original,claude-v3-sonnet,original,original,original,claude-v3-sonnet,claude-v3-sonnet_1,10.88709522430247,2.2206711128883074,0.08142009495377052,32.8773280326277,30420140.593482286,99.33897294691339,False,False,False
3259f,original,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo,mistral-large,original,claude-v3-sonnet_1,original,original,original,original,original,original,claude-v3-sonnet,claude-v3-sonnet_1,10.447946465999676,2.1511621191202357,0.17563862355975957,33.03934763930738,30441765.546189595,99.24530096045018,False,False,False
4a7ae,original,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo,original,original,claude-v3-sonnet_1,original,original,original,original,original,original,claude-v3-sonnet,claude-v3-sonnet_1,11.157470809074583,1.4213851377203972,0.17626333258300317,32.77757562510669,30668806.564252835,99.24467987523441,False,False,False
b9d40,mistral-large,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo,original,original,claude-v3-sonnet_1,original,original,original,original,gpt-4-turbo,original,gemini-v15-pro,claude-v3-sonnet_1,9.757263411863303,1.867424513834516,0.06355021839201626,33.29416834563017,30530039.191986598,99.35673916402756,False,False,False
0c978,original,gpt-4-turbo,gpt-4-turbo_1,claude-v3-sonnet_1,mistral-large,gemini-v15-pro,gpt-4-turbo,gemini-v15-pro,original,original,original,original,original,gemini-v15-pro,claude-v3-sonnet_1,0.9730080829246928,1.1139932309941392,0.09112833046846708,36.53503278270364,30764439.303057037,99.32932102685935,False,False,False
18f44,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo,original,gemini-v15-pro,claude-v3-sonnet_1,original,gemini-v15-pro,original,original,gpt-4-turbo,claude-v3-sonnet,claude-v3-sonnet,original,11.66436190109356,1.0340560101048262,0.1589804037291542,32.59056315198541,30789308.582952715,99.2618625494026,False,False,False
e2d2a,mistral-large,claude-v3-sonnet_1,original,gpt-4-turbo,mistral-large,gemini-v15-pro,gpt-4-turbo,original,original,claude-v3-sonnet,original,original,original,gemini-v15-pro,original,11.374246647536381,2.7078573984454684,0.024382760079091587,32.697598315775394,30268572.000503134,99.39567942003845,False,False,False
a37ed,mistral-large,gpt-4-turbo,original,gpt-4-turbo,mistral-large,original,gpt-4-turbo,gemini-v15-pro,original,original,gemini-v15-pro,original,original,gemini-v15-pro,original,11.702364148616434,2.5462941830878854,0.1777621021160763,32.57654259726405,30318835.954877242,99.24318979975254,False,False,False
e7266,mistral-large,gpt-4-turbo,original,gpt-4-turbo,mistral-large,original,claude-v3-sonnet_1,gemini-v15-pro,original,original,gemini-v15-pro,original,original,claude-v3-sonnet,claude-v3-sonnet_1,11.824366338030293,1.484272444731217,0.1014828785717701,32.53153109177947,30649241.685432453,99.31902654334198,False,False,False
023e6,gpt-4-turbo,claude-v3-sonnet_1,gpt-4-turbo_1,gpt-4-turbo,mistral-large,gemini-v15-pro,claude-v3-sonnet_1,gemini-v15-pro,original,original,original,original,original,claude-v3-sonnet,claude-v3-sonnet_1,11.115491315403851,2.262799918075549,0.07004845915597942,32.79306354559958,30407033.89504799,99.35027861821048,False,False,False
ca9fc,mistral-large,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo,mistral-large,gemini-v15-pro,original,original,original,original,original,original,claude-v3-sonnet,claude-v3-sonnet,original,11.949244362777886,2.0980711527877474,0.20750265383650202,32.485458575189114,30458282.684100643,99.21362176680422,False,False,False
3e740,mistral-large,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo,mistral-large,gemini-v15-pro,claude-v3-sonnet_1,gemini-v15-pro,original,original,original,gpt-4-turbo,original,gemini-v15-pro,claude-v3-sonnet_1,11.711471820457886,2.4274667004644797,0.16746463534436407,32.57318241149187,30355804.389503613,99.25342753305529,False,False,False
644ea,original,gpt-4-turbo,claude-v3-sonnet,gpt-4-turbo,mistral-large,gemini-v15-pro,claude-v3-sonnet_1,original,original,original,original,gpt-4-turbo,original,gemini-v15-pro,original,11.906408100133055,2.6295938138103487,0.16318494188713037,32.50126259215176,30292920.59519127,99.25768240089842,False,False,False
b0e07,mistral-large,gpt-4-turbo,original,gpt-4-turbo,mistral-large,gemini-v15-pro,original,original,original,original,original,gpt-4-turbo,original,claude-v3-sonnet,original,12.002832749653237,0.620093913814434,0.08476822957043036,32.46568766795099,30918096.388236847,99.33564423413121,False,False,False
c920d,original,gpt-4-turbo,claude-v3-sonnet,gpt-4-turbo,mistral-large,gemini-v15-pro,claude-v3-sonnet_1,original,original,claude-v3-sonnet,original,original,original,gemini-v15-pro,claude-v3-sonnet_1,11.608513365308173,2.0381646997891663,0.09869008781677836,32.611167918890715,30476920.18901518,99.32180313369705,False,False,False
3ce72,mistral-large,gpt-4-turbo,original,gpt-4-turbo,original,gemini-v15-pro,gpt-4-turbo,original,original,original,original,gpt-4-turbo,original,claude-v3-sonnet,claude-v3-sonnet_1,11.51159155623303,2.379270919533598,0.14649355784847695,32.64692626520991,30370798.585604332,99.27427696168019,False,False,False
cd722,original,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo,mistral-large,original,gpt-4-turbo,gemini-v15-pro,original,original,original,original,original,claude-v3-sonnet,original,11.882699005540022,1.698641417298712,0.2209865516372451,32.510009828954935,30582549.324597042,99.20021608629796,False,False,False
5c900,mistral-large,gpt-4-turbo,original,gpt-4-turbo,mistral-large,original,claude-v3-sonnet,original,original,original,original,original,original,claude-v3-sonnet,original,11.378483171525138,2.5888521455993074,0.14265625260463138,32.69603529199958,30305595.7412482,99.2780920075122,False,False,False
3acf2,mistral-large,gpt-4-turbo,claude-v3-sonnet,gpt-4-turbo,mistral-large,gemini-v15-pro,claude-v3-sonnet_1,original,original,original,original,original,original,gemini-v15-pro,claude-v3-sonnet_1,11.655361694555506,1.3043803084092245,0.20001142970992822,32.59388368949294,30705207.952954035,99.22106953589338,False,False,False
7c660,original,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo,original,gemini-v15-pro,claude-v3-sonnet_1,original,gemini-v15-pro,claude-v3-sonnet,gemini-v15-pro,gpt-4-turbo,original,claude-v3-sonnet,claude-v3-sonnet_1,11.72084212243571,2.2675802126688347,0.12598550885686255,32.56972533091903,30405546.696932998,99.29466604773313,False,False,False
1929a,mistral-large,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo,mistral-large,original,claude-v3-sonnet_1,gemini-v15-pro,original,original,original,original,original,claude-v3-sonnet,original,11.894375459615171,1.9978351904428335,0.08398973060452583,32.50570191629231,30489467.108270455,99.33641821718608,False,False,False
07d1c,original,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo,mistral-large,gemini-v15-pro,claude-v3-sonnet_1,original,original,original,original,original,original,gemini-v15-pro,original,11.747884443797787,2.2612496336329415,0.21894985494243605,32.55974833294749,30407516.204256292,99.20224096853767,False,False,False
b7736,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,mistral-large,original,claude-v3-sonnet_1,gemini-v15-pro,original,original,gemini-v15-pro,gpt-4-turbo,original,gemini-v15-pro,claude-v3-sonnet_1,11.696067734983101,1.7560118615443279,0.15400597711896571,32.57886559702456,30564700.79771794,99.26680812039575,False,False,False
8cd55,original,gpt-4-turbo,original,gpt-4-turbo,mistral-large,original,claude-v3-sonnet_1,original,original,original,original,gpt-4-turbo,original,gemini-v15-pro,claude-v3-sonnet_1,10.849231208481516,2.0861745163350722,0.18501854418758737,32.89129758812487,30461983.848320104,99.23597545079645,False,False,False
cd2c4,original,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo,mistral-large,gemini-v15-pro,original,original,original,original,original,original,original,claude-v3-sonnet,original,11.716223517541138,0.874277427241162,0.13121046218968593,32.57142931967974,30839017.32006372,99.2894714032709,False,False,False
50da9,original,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo,original,gemini-v15-pro,claude-v3-sonnet_1,original,original,original,original,original,claude-v3-sonnet,claude-v3-sonnet,original,11.18717239940496,1.2215595113603133,0.08148550978845132,32.7666175160557,30730974.34262931,99.3389079115366,False,False,False
02e93,original,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo,mistral-large,gemini-v15-pro,gpt-4-turbo,original,original,original,gemini-v15-pro,original,original,gemini-v15-pro,original,11.367025742502012,2.825757154509221,0.21708308063513057,32.700262397527695,30231892.191015616,99.2040969140744,False,False,False
b8240,mistral-large,gpt-4-turbo,original,gpt-4-turbo,mistral-large,gemini-v15-pro,claude-v3-sonnet_1,original,original,original,gemini-v15-pro,original,claude-v3-sonnet,claude-v3-sonnet,claude-v3-sonnet_1,11.939387412508921,0.9893335658713155,0.18771365149508612,32.48909519985318,30803222.188791003,99.23329597724745,False,False,False
801a7,original,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo,original,original,original,gpt-4-turbo_1,original,original,original,original,claude-v3-sonnet,gemini-v15-pro,claude-v3-sonnet_1,11.357850676395076,1.5345094078209747,0.16589921517144016,32.70364744774997,30633612.456866726,99.25498387255047,False,False,False
39166,original,gpt-4-turbo,original,original,original,gemini-v15-pro,gpt-4-turbo,original,original,original,original,original,original,claude-v3-sonnet,original,0.9262948299806778,0.915527178962185,0.11071765579030043,36.552267177030444,30826184.104075417,99.30984533515073,False,False,False
856a9,mistral-large,original,original,gpt-4-turbo,mistral-large,original,gpt-4-turbo,original,original,original,gemini-v15-pro,original,claude-v3-sonnet,gemini-v15-pro,original,11.427655484658368,3.0858804086869522,0.08721889682199283,32.677893651649356,30150965.209272303,99.33320778269209,False,False,False
384f9,original,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo,mistral-large,original,gpt-4-turbo,original,original,original,gemini-v15-pro,original,original,gemini-v15-pro,original,11.885801499466075,1.7293439466147282,0.18653302215995812,32.508865194395185,30572997.45643637,99.23446975799668,False,False,False
95fc0,original,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo,original,original,original,original,original,original,original,original,claude-v3-sonnet,claude-v3-sonnet,claude-v3-sonnet_1,11.493998729780712,1.9272984743034347,0.16634199054549412,32.653416965156794,30511411.79582748,99.25454366562452,False,False,False
c25ba,mistral-large,gpt-4-turbo,claude-v3-sonnet,gpt-4-turbo,original,gemini-v15-pro,claude-v3-sonnet,original,original,original,original,original,original,claude-v3-sonnet,claude-v3-sonnet_1,11.506538975485087,1.6367142448667051,0.1521947463704708,32.648790365085006,30601815.49581523,99.26860884457034,False,False,False
6c2ea,original,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo,mistral-large,gemini-v15-pro,gpt-4-turbo,original,original,original,original,gpt-4-turbo,original,claude-v3-sonnet,original,11.759859459164257,1.3004641202325307,0.11272015485329157,32.55533026903868,30706426.31880172,99.30785445216947,False,False,False
65a35,mistral-large,gpt-4-turbo,claude-v3-sonnet,gpt-4-turbo,mistral-large,gemini-v15-pro,gpt-4-turbo,original,original,original,gemini-v15-pro,original,original,claude-v3-sonnet,original,11.688835460416493,2.1001794332904784,0.13131159051977453,32.581533873453736,30457626.776660558,99.28937086156527,False,False,False
0a773,mistral-large,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,claude-v3-sonnet_1,gpt-4-turbo,original,original,original,original,original,claude-v3-sonnet,claude-v3-sonnet_1,11.293777147351328,2.125009303208324,0.17654289293563477,32.727286744862795,30449901.952381074,99.2444019365534,False,False,False
5c451,original,gpt-4-turbo,original,gpt-4-turbo,mistral-large,gemini-v15-pro,claude-v3-sonnet_1,original,original,original,original,original,original,claude-v3-sonnet,claude-v3-sonnet_1,9.53909769857158,2.0699628727964106,0.1538798512099586,33.374658435583115,30467027.454993524,99.26693351467452,False,False,False
ac060,original,gpt-4-turbo,original,gpt-4-turbo,mistral-large,original,gpt-4-turbo,gemini-v15-pro,original,claude-v3-sonnet,gemini-v15-pro,original,original,claude-v3-sonnet,original,12.15267996354148,2.1731710850999693,0.06950752105865278,32.410403015092015,30434918.333726175,99.3508164184381,False,False,False
1a9a1,original,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo,mistral-large,gemini-v15-pro,gpt-4-turbo,original,original,original,original,gpt-4-turbo,original,claude-v3-sonnet,claude-v3-sonnet_1,11.976347338474033,1.6524276218001719,0.14580383973080369,32.475459199398756,30596926.90493457,99.27496267888611,False,False,False
61b6a,original,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo,mistral-large,original,claude-v3-sonnet_1,gemini-v15-pro,original,original,original,original,claude-v3-sonnet,claude-v3-sonnet,claude-v3-sonnet_1,11.798042604426776,1.6423876578555547,0.1622069652301515,32.54124297387898,30600050.439512122,99.25865470451565,False,False,False
17488,original,gpt-4-turbo,original,gpt-4-turbo,mistral-large,gemini-v15-pro,original,original,original,original,original,original,original,claude-v3-sonnet,original,12.185875857428693,2.7657871619348984,0.09382343493800929,32.39815571717918,30250549.46373639,99.32664155613185,False,False,False
aca28,original,gpt-4-turbo,claude-v3-sonnet,gpt-4-turbo,mistral-large,gemini-v15-pro,claude-v3-sonnet_1,original,original,original,original,gpt-4-turbo,original,claude-v3-sonnet,claude-v3-sonnet_1,12.024590409438094,2.381412898737733,0.09104679916867797,32.45766039378941,30370132.194156572,99.32940208521298,False,False,False
29d52,original,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo,original,gemini-v15-pro,claude-v3-sonnet_1,gemini-v15-pro,original,claude-v3-sonnet,original,original,original,original,original,11.571286018049454,1.9633860472149014,0.2024077949638512,32.62490258179605,30500184.58600574,99.21868707145727,False,False,False
c5306,original,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo,mistral-large,original,claude-v3-sonnet_1,original,gemini-v15-pro,original,original,gpt-4-turbo,claude-v3-sonnet,gemini-v15-pro,claude-v3-sonnet_1,11.809927925694769,1.7479189643585984,0.14875188783883916,32.536858001723886,30567218.58008565,99.2720317317937,False,False,False
9bff2,original,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo,original,gemini-v15-pro,claude-v3-sonnet_1,original,original,original,gemini-v15-pro,original,original,claude-v3-sonnet,claude-v3-sonnet_1,11.205849854999483,2.112747673831513,0.21398503959420878,32.75972665287554,30453716.66959987,99.2071769840218,False,False,False
d944e,original,gpt-4-turbo,original,gpt-4-turbo,original,gemini-v15-pro,claude-v3-sonnet_1,original,original,original,original,original,claude-v3-sonnet,gemini-v15-pro,claude-v3-sonnet_1,11.512004731698823,2.7609225946315843,0.14602731359794435,32.646773828193545,30252062.879945904,99.27474050134452,False,False,False
9b4fe,mistral-large,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo,original,gemini-v15-pro,claude-v3-sonnet_1,original,original,original,gemini-v15-pro,original,original,claude-v3-sonnet,claude-v3-sonnet_1,11.664231328175125,2.7707106380439295,0.12826527145915667,32.5906113255769,30249017.720400143,99.29239950956085,False,False,False
eb530,original,gpt-4-turbo,original,gpt-4-turbo,mistral-large,gemini-v15-pro,claude-v3-sonnet_1,original,original,original,gemini-v15-pro,original,original,gemini-v15-pro,claude-v3-sonnet_1,11.569517661992435,1.5421535443388565,0.14274414857944073,32.6255549993366,30631234.28849273,99.27800462140371,False,False,False
48e39,mistral-large,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo,mistral-large,gemini-v15-pro,claude-v3-sonnet_1,original,original,original,original,original,original,claude-v3-sonnet,original,11.966007188133519,2.4355701883001997,0.06462682585218067,32.47927409596741,30353283.312277313,99.35566880174397,False,False,False
3a9e2,original,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo,mistral-large,original,gpt-4-turbo,original,original,original,original,original,original,claude-v3-sonnet,original,12.046633110262347,1.8752550853799888,0.2209922918800361,32.44952795654535,30527603.02178527,99.20021037935312,False,False,False
7a392,original,gpt-4-turbo,original,gpt-4-turbo,mistral-large,original,claude-v3-sonnet_1,original,original,original,gemini-v15-pro,original,original,claude-v3-sonnet,claude-v3-sonnet_1,11.6357538053133,1.3783563923180004,0.2221568924567852,32.601117826998234,30682193.243212488,99.19905253438277,False,False,False
c65a9,original,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo,mistral-large,gemini-v15-pro,gpt-4-turbo,original,original,original,gemini-v15-pro,original,original,claude-v3-sonnet,original,11.763969741965779,1.9381820554603548,0.16986231912889338,32.55381382070482,30508025.80338181,99.2510437577371,False,False,False
d8d07,original,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo,mistral-large,gemini-v15-pro,gpt-4-turbo,gemini-v15-pro,original,original,gemini-v15-pro,gpt-4-turbo,original,gemini-v15-pro,original,10.311259642186647,1.2472128796590491,0.1757865589023519,33.089776895940304,30722993.319654148,99.24515388324983,False,False,False
cc897,original,gpt-4-turbo,claude-v3-sonnet,gpt-4-turbo,mistral-large,gemini-v15-pro,gpt-4-turbo,gemini-v15-pro,original,original,gemini-v15-pro,gpt-4-turbo,original,gemini-v15-pro,claude-v3-sonnet_1,11.770636574151698,1.2093299431746007,0.1314189710693776,32.55135415866971,30734779.085286487,99.28926410390797,False,False,False
