id,structure_9ac10,structure_5b5aa,structure_0863f,structure_d5b1a,structure_d6b45,structure_e7c5d,structure_d778c,structure_38e0d,structure_3a926,structure_e8200,structure_56afb,structure_8f744,structure_6cf05,structure_771a1,structure_eeed7,structure_4dce7,structure_1eb87,structure_ab85b,structure_7532d,structure_9b992,structure_718d5,structure_26262,structure_19b20,structure_aaeb5,structure_d558d,structure_b0102,structure_2f75f,structure_a0be8,structure_9511e,structure_78c41,structure_ff0de,structure_67365,structure_a1464,structure_a443e,structure_348ad,structure_b2773,structure_21b2f,structure_f5c02,structure_5307f,structure_9d4e6,structure_50ed3,structure_66441,structure_16911,structure_fcf38,structure_ee1b1,structure_452d3,structure_10607,structure_9667f,structure_a306a,structure_69fdc,structure_b03fb,structure_6ed07,structure_c3497,runtime_perc_diff,memory_perc_diff,cpu_perc_diff,runtime,memory,cpu,runtime_has_improved,memory_has_improved,cpu_has_improved
1ae42,gpt-4-turbo,original,gpt-4-turbo,original,original,original,original,gpt-4-turbo,original,original,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,original,original,original,original,original,gpt-4-turbo,original,original,original,gpt-4-turbo_1,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,claude-v3-sonnet,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,1.0395805680291623,-1.3618651890997957,-0.7364935099313412,9.38170682087075,99211075.78203315,217.2524289630168,False,True,True
67e9f,gpt-4-turbo,gpt-4-turbo,original,original,original,original,original,original,original,original,original,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,original,original,original,original,original,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo_1,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo_1,original,original,original,gpt-4-turbo,original,original,gpt-4-turbo,0.6114882643233865,-1.2148935107411143,2.1266904761771697,9.42229109192267,99067222.68410274,211.07756964563583,False,True,False
4d29b,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo_1,original,original,gpt-4-turbo,original,original,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo,original,gpt-4-turbo,original,original,original,gpt-4-turbo,original,original,original,gpt-4-turbo,original,original,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,original,original,original,original,gpt-4-turbo,original,gpt-4-turbo,original,original,-14.080726287055565,-5.058118151341285,14.09852917740529,10.81515149269253,102828898.24477468,185.2586142068222,True,True,False
edec1,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,original,original,gpt-4-turbo,original,original,original,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo_1,gpt-4-turbo,gpt-4-turbo_1,original,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,original,original,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,claude-v3-sonnet,gpt-4-turbo,gpt-4-turbo_1,original,original,original,gpt-4-turbo,gpt-4-turbo,original,original,0.1336714716084425,-0.7581118582504842,1.060381156103946,9.467589374701493,98620133.44539797,213.37721579908242,False,True,False
55df9,gpt-4-turbo,original,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,original,original,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,0.9868619613412297,-1.867430493643889,-0.5079390042676521,9.386704682791606,99705913.53633371,216.7595189978612,False,True,True
5a047,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,original,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo_1,gpt-4-turbo,gpt-4-turbo_1,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,original,original,original,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,claude-v3-sonnet,original,original,original,original,original,original,gpt-4-turbo,original,gpt-4-turbo_1,-2.3220757721977936,0.20643906843405527,3.376214010133296,9.700400642072783,97676049.24860065,208.38279624882648,True,False,False
76d68,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo_1,original,original,gpt-4-turbo_1,original,original,original,original,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,original,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo_1,original,original,original,original,gpt-4-turbo,original,original,-0.12469358201856971,-1.4019774349101473,-1.0607145002340344,9.492083058133721,99250336.88926962,217.95165716929847,True,True,True
a4dc1,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,original,original,original,original,gpt-4-turbo_1,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,claude-v3-sonnet,original,original,original,original,original,original,gpt-4-turbo,original,original,0.052816692484104685,-0.9150477999929831,3.463604152013939,9.47525461942423,98773739.3757949,208.19432710592227,False,True,False
b1903,original,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo,original,gpt-4-turbo_1,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo,original,original,original,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,claude-v3-sonnet,original,gpt-4-turbo,gpt-4-turbo,original,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,original,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo,original,original,original,original,gpt-4-turbo,-0.25315481904728676,-1.0507550317453436,3.857444370927727,9.504261519690044,98906567.04652132,207.3449552328194,True,True,False
3f73b,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,claude-v3-sonnet,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,claude-v3-sonnet,gpt-4-turbo,original,original,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo_1,-2.0217579801851606,-0.37671920152243593,2.971529109519503,9.671929729217663,98246833.5293125,209.25555620462478,True,True,False
87e39,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,original,original,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,original,original,original,original,original,original,original,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,original,original,original,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo_1,-1.2756910800673829,-0.47453590740603024,6.910160478364925,9.601200634031557,98342574.67024417,200.76134321529494,True,True,False
7fcb0,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo_1,gpt-4-turbo,original,gpt-4-turbo_1,original,original,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,original,original,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo_1,original,original,original,original,original,gpt-4-turbo,original,claude-v3-sonnet,gpt-4-turbo,original,original,original,original,original,gpt-4-turbo,original,gpt-4-turbo_1,-3.535304493504811,-0.6810134512179793,7.108617608713219,9.815417900844476,98544670.98337139,200.33334247682427,True,True,False
07146,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo_1,original,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,original,original,gpt-4-turbo,original,original,gpt-4-turbo,original,original,original,gpt-4-turbo,original,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,0.25537547258207144,-0.913684061596832,1.7317742649812962,9.456051516812295,98772404.574456,211.92926204756282,False,True,False
e913f,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo_1,original,original,original,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo_1,original,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo_1,original,original,original,original,original,gpt-4-turbo,original,claude-v3-sonnet,original,original,original,original,original,original,gpt-4-turbo,original,gpt-4-turbo_1,-1.8375119262943993,0.06004488205103517,5.373991372694489,9.65446272098925,97819337.10831198,204.07430813869627,True,False,False
7ce78,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo,original,gpt-4-turbo_1,original,original,gpt-4-turbo_1,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo_1,original,original,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,original,original,original,original,original,original,gpt-4-turbo,original,original,gpt-4-turbo,original,original,-0.976430764093879,-1.2591162401696594,1.7351532600445403,9.572829972673208,99110507.05493036,211.9219747690467,True,True,False
6ae03,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,original,original,original,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo_1,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,original,original,original,original,original,original,original,gpt-4-turbo,gpt-4-turbo,original,original,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,claude-v3-sonnet,original,original,original,original,original,original,gpt-4-turbo,original,gpt-4-turbo_1,-6.296759742178681,-2.2235857231700145,4.122073941204715,10.077211087360046,100054511.5361906,206.77424431252666,True,True,False
542c1,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo_1,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,original,original,original,gpt-4-turbo,original,original,original,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,claude-v3-sonnet,gpt-4-turbo,original,original,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,-14.954001096335517,-7.612287653206265,13.971739861691791,10.897940230672248,105328871.02582937,185.53205321433143,True,True,False
c8da5,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo_1,original,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo_1,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,original,original,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,claude-v3-sonnet,gpt-4-turbo,gpt-4-turbo_1,original,gpt-4-turbo,original,gpt-4-turbo,original,original,original,0.31496660899196527,-0.5873812381543063,4.614795809115831,9.45040212108288,98453025.54483719,205.71162024375926,False,True,False
4d8e2,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,original,original,original,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,original,original,original,original,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo_1,original,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,original,original,original,gpt-4-turbo,gpt-4-turbo,original,original,1.6952048139897415,0.37722353727881536,6.070383659833453,9.319551926059649,97508888.64190362,202.57244014011306,False,False,False
d929b,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo,original,gpt-4-turbo_1,original,original,gpt-4-turbo,original,original,original,gpt-4-turbo,original,gpt-4-turbo_1,gpt-4-turbo,gpt-4-turbo_1,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo,original,original,original,original,gpt-4-turbo,gpt-4-turbo,claude-v3-sonnet,original,original,original,gpt-4-turbo,original,original,gpt-4-turbo,original,original,1.2246001187280862,-1.3502583249649276,-0.6435963200415049,9.364166483120062,99199715.2030311,217.05208309585183,False,True,True
459bb,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo_1,original,original,original,original,original,original,gpt-4-turbo,original,gpt-4-turbo_1,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,original,original,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,claude-v3-sonnet,original,original,original,original,original,original,gpt-4-turbo,original,original,-1.7029180780900244,0.2377408278006274,6.176317832887476,9.641702871839517,97645411.67879237,202.34397818353418,True,False,False
91188,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo_1,original,original,original,original,original,original,gpt-4-turbo,original,gpt-4-turbo_1,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo_1,original,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,claude-v3-sonnet,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,0.42342409445789847,-0.43477162378419887,3.1642873788981496,9.440120067540557,98303654.14181404,208.83984586206566,False,True,False
b2fdc,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo_1,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo,original,original,original,gpt-4-turbo,original,original,original,gpt-4-turbo_1,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,original,original,original,original,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,0.8035592075263067,0.21896894280886306,1.5220102962888786,9.404082263703458,97663785.24464,212.3816475745899,False,False,False
3951c,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,original,original,original,original,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,original,original,original,original,original,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo_1,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo_1,0.5723421830390614,-1.320657566152009,3.3894717201402758,9.426002242905088,99170742.54038015,208.3542041309043,False,True,False
1b209,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo_1,original,original,gpt-4-turbo,original,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,original,original,original,gpt-4-turbo,original,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo_1,original,gpt-4-turbo,original,gpt-4-turbo,original,original,original,-3.015898901034812,0.6327403992398593,6.420611782926713,9.766176890977658,97258793.57204366,201.81712389093602,True,False,False
c3b1f,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo_1,original,gpt-4-turbo_1,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,original,original,original,original,original,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo_1,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,claude-v3-sonnet,original,original,original,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,-1.1709639284794549,-0.47396647040492496,-1.5048011678216022,9.591272225906142,98342017.31608179,218.90939258217523,True,True,True
b24c4,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,original,original,original,claude-v3-sonnet,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo_1,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,original,original,original,original,gpt-4-turbo,original,original,original,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo_1,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,-3.2024048776533625,-0.1474933876636343,5.042083015897796,9.783858145796694,98022471.63988282,204.79011523297532,True,True,False
b0f0f,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo,original,original,original,original,claude-v3-sonnet,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,claude-v3-sonnet,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,original,-2.8729920986364523,-0.8433150925747313,0.7025027302658015,9.752628952008672,98703528.7590265,214.1490310030644,True,True,False
a56b5,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo_1,original,original,original,original,original,original,original,gpt-4-turbo,original,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,original,original,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,-1.6309615233789916,-0.10624864098327118,1.5462601810663286,9.634881202084944,97982102.0622228,212.32934928440318,True,True,False
0b0fb,original,gpt-4-turbo,gpt-4-turbo_1,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo_1,original,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo_1,original,gpt-4-turbo,gpt-4-turbo_1,original,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,original,original,original,original,original,original,original,original,gpt-4-turbo,original,original,original,original,gpt-4-turbo,-2.1227157146176476,-0.9139983208931333,2.9975934435922658,9.681500786729156,98772712.16550913,209.1993447991121,True,True,False
